,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
BUFMX,0.0481013279839472,0.1023084280038515,-0.3830995925326337,0.4468083998715582,0.2325070318459592,-0.0691757931376158,0.1290787805162476,0.2660402140658355,0.0739857167531758,-0.0007961905356576,0.0790631938585919,0.1298894526193628,-0.0803369669892378,0.3865656683104701,0.3285703597912996,0.1638487252667582,-0.2744430520036423,0.2682200894644111,0.0819161977742066,-0.0043051206508106
PRLAX,0.4615894892327483,0.485720677590469,-0.5510771361223684,1.0359621887252524,0.1503581591436527,-0.2576621099705254,0.0564491051473061,-0.1705914043243411,-0.1075211386719904,-0.2471328505248408,0.3459035925083069,0.2678197558040258,-0.10665845455003,0.1718768133437189,-0.0828016134498569,-0.1339672692276233,0.0195951454554237,0.4172380866146499,-0.2163578863771453,0.449965688385822
BCIL,,,,,,,,,,,,,,,,,,,,0.1323746591480277
RIPNX,,,,,,,,,,0.172121514916117,0.0063843984805647,0.4051654072941635,-0.1284202001351485,0.347306991085349,0.1583125848855449,0.062379333307559,-0.2662555658997566,0.083242715117467,-0.0523040331183636,0.1025962936806128
YOLO,,,,,,,,,,,,,,,0.4803654700698387,-0.2358273517315084,-0.7265000517662681,-0.1460475059365995,-0.1833507507904231,0.299212599164296
RYTRX,0.131216367393083,0.0209381849437253,-0.3038246636784911,0.2394270878306716,0.2146765864545192,-0.0296540348887449,0.1301204104639632,0.2964980917006516,0.0267615950526143,-0.0684279685156091,0.2794493624722178,0.1274167251499169,-0.1325357990619929,0.2301513187097541,0.0365416464512733,0.2665740514416725,-0.1418103812504654,0.2400540316103192,0.1071262293990145,0.0386000794734457
FAMEX,0.0577324517432193,-0.0440004816381984,-0.2766823819812473,0.1909287320907327,0.1573269940453672,0.0525445100771864,0.1046457482641813,0.2683263234766733,0.0902729273042808,-0.0054008987268683,0.2325399243531998,0.1251114139401998,-0.0053008279269876,0.3309787059171087,0.1268950027442363,0.2830725407175591,-0.1243309412134907,0.1954125927560963,0.0917491539560624,0.0383383537037052
TSFYX,,,,,0.1949370587080359,0.0515777022916692,0.1867785776148967,0.3023046767135311,-0.0035789963997637,-0.0707959171897022,0.1207422207407329,0.0483228058671618,-0.1065770791685599,0.2614399952756654,0.1051180345422224,0.2180588074210374,-0.102151217704404,0.2088731414767199,0.1131220626236926,0.0051610302629019
PGIRX,,,,,,,,,,,0.022291453910386,0.3023040786692303,0.0099652458730872,0.3517865058927709,0.2204439677405489,0.1864210067872791,-0.3131820611358039,0.3079019591235121,0.1346542616407255,0.026998324331958
ARFVX,,,,0.2667304592897221,0.1446185606731715,-0.0197688341716738,0.1538243395721765,0.1929929369190004,0.0946665259488979,-0.0155907345775954,0.0878632566477082,0.1781863868113804,-0.0598263004189293,0.2402804139039265,0.1665587379807718,0.1411979066491615,-0.1754376337681754,0.1497067584540732,0.1186480975543413,0.1545556175384042
AIOOX,,,,,,,,,,,,,,,,,,,0.0423763805455841,0.2072389886294916
ITEQ,,,,,,,,,,,0.0488011165944821,0.2719382336224549,-0.0163502478092959,0.3762736918347062,0.5848044430116017,-0.0602218869081462,-0.3066625097749067,0.0558763797423147,0.1415517113422113,0.1446179499901143
BRTNX,,,,,,0.0710472741860723,0.1462107447852088,0.2501323263103341,0.1011575048285458,-0.0633516600988117,0.1141781179923564,0.1710924100774662,-0.0273743896285816,0.345364427993627,0.0748928079059478,0.294622854086551,-0.1255882550475409,0.2890608994111019,0.2065921311625018,0.1242202474151303
JMCVX,0.1609108447412777,0.1020225868335467,-0.2649925160892241,0.2696689370014773,0.13422375470583,-0.03270983739169,0.0857216070277058,0.233575032554359,0.1031348451068976,-0.0362636825198198,0.2020807968316658,0.1319243991465848,-0.1381756970820639,0.3047777912585987,-0.0132187149289068,0.215267549218155,-0.0549629286039152,0.1184629586675525,0.1294951479122956,0.082833415187784
BVPIX,,,,,,,,,0.0910177579878908,-0.0398084793283111,0.1910780427731591,0.153732357483064,-0.1097148978874581,0.2304003074353826,0.0027396115765867,0.2349443588710595,0.0353615029620659,0.1136898910282306,0.1233404420908639,0.1296993188033377
ORSTX,,,,,,,0.0371044389781518,0.0035249081153556,0.0379024243589387,0.0183327360712295,0.0069058594749678,0.0243860556445805,0.0141113692428851,0.0270912586952463,0.0279861351663399,-1.0120980395988964e-05,-0.0060185057404162,0.031115725982592,0.0245223063078798,0.0290176295053663
LZCOX,0.148406439059364,-0.0658121690957135,-0.3380655594532123,0.5210524775567051,0.2105261754503065,-0.1166278207926517,0.1300215422379931,0.3241006303527498,0.1240200305574217,-0.0207891592705582,0.1766729296251135,0.1345182917052565,-0.1423674804499097,0.2992016475633454,0.059301750784692,0.2161385361680012,-0.1614415058691978,0.1063607168323839,0.1136573606727258,0.0249511409954983
CVAR,,,,,,,,,,,,,,,,,-0.0634099628832779,0.1102573597154539,0.0312549426174557,0.154800575274832
TWEIX,0.1813979344666936,0.015102377875485,-0.1909573901499591,0.1005037012465956,0.1228403446730943,0.0272023333296167,0.1030313809813541,0.17449950383401,0.133849175968804,0.0055750915180501,0.204405658434658,0.1270601814236585,-0.040890551759891,0.2445612351768922,0.0087218876747219,0.1801527844163248,-0.0316484026309524,0.0369354437880296,0.0960256891289159,0.1253286219984408
BFIFX,,,,,,,,,,,0.0421074712488731,0.0250497490845846,-0.0083079742342556,0.0652503232246726,0.1416777116401271,0.0361498282613483,-0.1152541859258595,0.0115268003356499,0.0191704259940752,0.0688885947633208
FMIHX,0.1575979425508924,0.0369086107380418,-0.2561672989713695,0.2605440296173915,0.1039439253801259,0.006712611219096,0.1287122087974592,0.274860695001857,0.1486894294350424,-0.023829993345556,0.1525604217932905,0.1811121900277565,-0.0489815623505622,0.238804336658811,0.098956992523127,0.197518572682676,-0.1498853042297553,0.207639909278529,0.1068660344428791,0.0753422274339576
DHPAX,,,,,,,,,0.0876938376321057,0.0081095064397112,0.1975629493655697,0.0951739160135287,-0.1078008918970825,0.2506210908432547,-0.0213981784342532,0.3282329295362138,-0.1367281167878743,0.0933784495172782,0.1041553365974847,0.1511377516771557
USAF,,,,,,,,,,,,,,,,,,,,0.0926283184173457
TLCYX,,,,,,,,,,-0.0367197331247337,0.1045115168968258,0.2055062128866185,-0.0690531610877445,0.2338276949981228,0.0942149832966581,0.2739898028741427,-0.1512441194827309,0.1425641379626185,0.1527250538664084,0.0958970298803036
IONX,,,,,,,,,,,,,,,,,,,,
ADNPX,,,,,,,,,,,,,-0.0734214887604547,0.3148861320416527,1.4522825790534395,-0.2293836079506586,-0.6714972859995545,0.7134146972613149,0.122599693655016,0.3694226478129507
ASLV,,,,,,,,,,,,,,,,,,,,
TMCPX,0.112397660990716,0.0695813148042729,-0.4237288361332182,0.142857125976427,0.2046278874238178,0.0047946612444758,0.1874413220673878,0.3217107393792251,0.1057636930119862,-0.0527520497987356,0.1720868266619621,0.1913799263076758,-0.0361586277879423,0.3639612317595684,0.1202710528785444,0.1721741897021984,-0.1540166403968462,0.2741353279453498,0.0967527688301972,0.0675659475365184
ARDVX,,,,0.2595665863222638,0.1341167826036617,-0.0116996407309071,0.14491003775425,0.1759311696135463,0.0880492369872565,-0.0135421528392581,0.0808723149139776,0.1540637345510689,-0.0442539223705292,0.2128591014213836,0.1441709223419318,0.120858240322957,-0.1648427791624138,0.1346418866444949,0.1005754660814608,0.1380480151338605
CAOS,,,,,,,,,,,,,,,,,,,0.0567359341551172,0.0278032066676368
MXIIX,0.0788352762474027,-0.0260157380506944,-0.2128810118647373,0.3686293257586843,0.1187602236590781,0.0596729526280588,0.0833186092083759,0.0030426963074032,0.0735789673555742,0.0225123775953557,0.0370478124915851,0.0655106820250757,-0.0138373922570859,0.0863897042064256,0.0806366618121272,0.0327281139965418,-0.0788427251969922,0.0786001966284308,0.050241373598326,0.0651912205524372
MRNX,,,,,,,,,,,,,,,,,,,,
SIRRX,,,-0.0296079691404177,0.3116327676645021,0.0798282356081114,0.0344971893937036,0.0706302913677321,-0.0088567252474539,0.0540796100746352,-0.024608608070846,0.0421053879421873,0.0754146441167409,-0.0431040890574527,0.080304414614311,0.047484001560309,0.007030576980354,-0.0648930620858238,0.0444190374916093,0.0574236045436127,0.0538284873454548
NETL,,,,,,,,,,,,,,,0.0135633778868986,0.3182368878306958,-0.1558706561362474,0.0298532500002233,-0.0231497145065548,0.0728594281520222
USNG,,,,,,,,,,,,,,,,,,,,
ARSVX,0.3058847746009363,-0.0617463649795783,-0.2905338326199133,0.1935372017680989,0.1732421512244435,-0.0341614493131521,0.119257116887222,0.2807011106975476,0.0032439691458934,-0.004564101168532,0.2919960784092745,0.1065591838343809,-0.0752883237043768,0.2865585335141187,0.0199540886110165,0.2307989491419528,-0.0724124341320153,0.1493861725528349,0.1422069833326824,0.0286282044688905
VALSX,0.0916454347603035,0.1850716484492633,-0.3947793365063864,0.284414808542103,0.1959956094646389,0.0322821275142044,0.1640886926957272,0.2389605396072762,0.0862280347562338,0.00568728442609,0.088253705398184,0.2162822522655305,0.0076769377148897,0.380713843496042,0.2187933032750288,0.2591338520405544,-0.1954592107679228,0.3124540234427579,0.1335764825412888,-0.0061697842149157
DLENX,,,,,,0.0312122061005217,0.1329330245457771,-0.0229040327784847,0.0622286541244572,-0.0503387299285118,0.1461670982550829,0.0823774939609687,-0.0344174967235735,0.1127462966022359,0.0446696518923701,0.014493930695254,-0.1533132498210959,0.0908708572607468,0.0828982636221828,0.0822414755067324
GQEPX,,,,,,,,,,,,,,0.2861495172955302,0.2217409396654897,0.2151900659571199,-0.0355332417322932,0.1890966021565867,0.3099746520858168,-0.0488750836206151
RYTFX,0.1288452925845939,0.0190414935863623,-0.3031416884103285,0.2388384788764079,0.2111643791657373,-0.0328766425040563,0.126098583442088,0.2920006465506994,0.0238040588593719,-0.0711971475375651,0.2765294191872807,0.1234819521347265,-0.1349235633648611,0.2265798054509114,0.0334650767620787,0.2626890266036792,-0.1440981727313594,0.2378167840462435,0.1049911778542485,0.0349828819398791
VVPLX,,,,,0.096749641588919,0.0310479733252748,0.2222075942681953,0.3276679336817973,0.1514205445093541,-0.092957034859421,0.1278977011533453,0.151954741937224,-0.0863132848155631,0.4385112778776152,0.1063225718688645,0.2385038852991687,-0.3860334091133736,0.4142696303205557,0.1922642710997599,0.0875565223429497
CMALX,,,,,,,,,,,,,-0.0512064485440566,0.1981832111341472,-0.0711877818179477,0.1715982465331635,-0.0156198328375334,0.062942565725222,0.1055218159710402,0.049178268520492
SCDV,,,,,,,,,,,,,,,,,,,,0.0516535637656312
BHBFX,0.1105568431489283,0.0189519738708836,-0.1931556853564313,0.2482131396890499,0.0709664797117468,0.0122212814721005,0.097963670133341,0.2762244136086322,0.0999276506702568,0.0024604826270679,0.1447561797813676,0.1946954982418662,-0.0121839571550642,0.2575900743272934,0.0573601895010245,0.2472129109557443,-0.0529117359988663,0.0179510858879665,0.0742124469857952,0.0907015638951034
THHYX,,,,,,-0.0105670471763351,0.1456656689504893,0.0556383675623375,0.0222192809859418,0.0032150781776749,0.1046621315267426,0.0264352088850712,-0.0088591447433619,0.0737433557117797,0.0491577641748721,0.0037758313404556,-0.0523430567515996,0.0473624149154676,0.0590751990361662,0.0413931043697677
TMCTX,,0.0771435895083549,-0.4226917699927952,0.1495421450429801,0.2011841934873341,0.0030709555591337,0.1840566486755859,0.3176316438617463,0.1027913271638543,-0.0551129238556136,0.1695520125793859,0.1887823815543619,-0.0385484616624319,0.3604095307368467,0.1174634064959758,0.1688611703306211,-0.156597745621506,0.2703186948301492,0.0931829977455835,0.0646443724268881
CDGIX,0.1521620919879545,0.0111243982923348,-0.2764331463701743,0.1446548684244142,0.1248887234274769,-0.0114052559530601,0.0952233718176347,0.2429433405494563,0.0924945236613541,-0.0657155668932299,0.1755337433980308,0.1342051542335489,-0.0424565625405178,0.2873246947284833,0.0664378619273544,0.2389013372342752,-0.0735837823320204,0.0699452247755747,0.1089883356677028,0.1329361112183087
QPUX,,,,,,,,,,,,,,,,,,,,
RGTX,,,,,,,,,,,,,,,,,,,,
RPFFX,0.0713604098932521,0.1254579066757031,-0.2776552609968953,0.2979066291468699,0.2414152622417646,-0.0208079427891901,0.0951569900816837,0.2406253560466471,-0.0010442840630952,-0.10215002591976,0.2472853576971176,0.2248992596719705,-0.1166943988418461,0.3382383457061375,0.1021442340380418,0.1755213577272958,-0.1613737981363664,0.2222859259872041,0.0406277947807853,0.0740147921627287
RYIPX,,,,,,-0.1740000789352467,0.2034244003730139,0.1760732650181844,-0.0755409574553206,0.1699982077823525,0.0040190643486912,0.4017577793660813,-0.1314614420166184,0.3442264455542037,0.1555313329507841,0.059718786418573,-0.2685893991576944,0.080399330970958,-0.0545558437456098,0.0991214313429524
RYPAX,0.0728611359747322,-0.1156562743849697,-0.2342264201377482,0.1290535863714783,0.2250000280742732,-0.1264323309121354,0.1484444956088788,0.4647038502374863,0.2395831079593398,-0.1369966033009683,0.174410298192293,0.214259038957904,-0.2160396606800574,0.2225002940311182,0.3901248035292892,0.232575510262293,-0.3663139048148629,0.2596766235729788,0.0340537959598825,0.1438254038081965
AFCNX,,,,,,,,,,,,0.3285715062705752,-0.1412094042707811,0.3247116577370741,0.3067571589631632,0.0761883186219121,-0.2629437575830868,0.0781891349847991,0.056129092210392,0.1676305838232457
XLUI,,,,,,,,,,,,,,,,,,,,
SKSRX,-0.0072591606576507,0.38952178482093,-0.5020573364281407,0.2290548435765826,0.1548556202184252,-0.0908721785579982,-0.0132627618477664,-0.0774713243305053,-0.0620359841757234,-0.1683028296482315,0.11123587460375,0.0307127290104711,-0.1174745125012156,0.0254145368201934,-0.0208260370052238,0.2931181755698131,0.0768185032847923,-0.0422445659593392,0.0325653195261608,0.1235390799042288
CPSA,,,,,,,,,,,,,,,,,,,,0.0734766733774547
NEARX,0.0289095591856927,0.0404090437310893,0.0325361576503009,0.0499650626946426,0.0499384575781414,0.0423919236326821,0.026726716907679,0.0031459671073772,0.0307107968753694,0.0143348447971616,-0.0050022014784862,0.0113206253376747,0.0064203414338592,0.0214707143833685,0.0294320336248754,-0.0035424595856979,-0.0534115863481434,0.0295829618043881,0.0192592177295338,0.035749477208173
IONZ,,,,,,,,,,,,,,,,,,,,
PDIAX,0.1504990349714323,0.062509533964139,-0.3401948696319538,0.200467431039331,0.1091242567296892,-0.0301269821967319,0.1215205219535604,0.2568518584553996,0.1415611508631211,0.0247800093020096,0.1369121551608814,0.210673914698126,-0.1346084675013367,0.280378876263927,0.1348420818304718,0.1842444393974585,-0.0253402285123283,0.0071689276159134,0.0859294930509153,0.1463610251413656
CPSO,,,,,,,,,,,,,,,,,,,,0.0619364919455083
LOGO,,,,,,,,,,,,,,,,,,,,
CPST,,,,,,,,,,,,,,,,,,,,0.0677062833696593
VELIX,,,,,,,,,,,,,,,,0.2944847482021557,-0.0791023684070594,0.1632476826673834,0.1495313555262061,0.0974827451537445
SIRIX,,,-0.0354749560923486,0.3093259793513609,0.0767582692070951,0.0293442115274311,0.0687450682159001,-0.0114473410822947,0.0523836992389388,-0.0288580617525974,0.0390901678918471,0.0731093625369267,-0.045228417133212,0.0766277300816986,0.0454293268684102,0.0048150433134179,-0.0670432780929126,0.0417260588195083,0.0547738793128811,0.0510435428557984
ARABX,,,,,,,,,,,,,,,,,,,0.0927984227973017,0.0158824160294488
CPSL,,,,,,,,,,,,,,,,,,,,0.0675279066869349
APUSX,,,,,,,,,,,,,,,0.0026037489646035,-0.0040039378655902,-0.0018965886189284,0.0300900972106488,0.0309567254351008,0.0266187358878968
HSCSX,0.1510164933569835,0.0196387555500245,-0.3358377031712958,0.4079456258511518,0.3131618724228926,-0.0098121646946846,0.1764177488392373,0.3271608604245108,0.0944659298296974,-0.0455188250601629,0.2142638569548636,0.1116500333154015,-0.2685181285000778,0.2146827207889603,0.2219727740878674,0.2183468927370433,-0.1743154934434413,0.1685368529367796,0.0950859408318685,0.0212823153194692
EAFHX,0.0696773066623652,0.0169462811477907,-0.3103242865753468,0.4783264952550994,0.0962601687219157,0.0235046615214808,0.0904307465558191,0.050070148721518,0.0067928856452652,-0.0185416572361618,0.1144137549290238,0.0436074886982154,-0.0014932336479215,0.0793588198245625,0.0246855168393047,0.0452569943469414,-0.0336012592209017,0.1163026979734445,0.07925713984072,0.0373540897825717
ARDEX,0.2372875720653524,0.0071502537590955,-0.2806586810202306,0.1829112309389158,0.1791236135848122,0.0449710370430138,0.0824900485508854,0.2935387599680747,0.1038955400629828,-0.0487282795651805,0.2164619830050824,0.0809504336754247,-0.0841174787602043,0.2309604388831057,-0.0209371785205479,0.232886648060675,-0.0406245056877052,0.0163272062805936,0.1551608009276726,0.0743205056357847
NMVLX,,,,,,,,,,0.0194357046330078,0.219616271279079,0.1432980902695091,-0.0506276680212913,0.3109507117691554,0.0457519578662528,0.1254553508606879,-0.0489972749915125,0.0577094950879826,0.0548492716688784,0.0529888165041421
GWMNX,,,,,0.0387449800861416,0.1349102381406099,0.1381034979993631,-0.0816197107335846,0.1700043890568372,0.0375360871328753,-0.0027250151802946,0.0939335279210389,-0.0043599435759669,0.1069744662549714,0.0575358850074019,0.0348396660703109,-0.1818037542686436,0.099261992095021,0.0216754556608893,0.0191635964968193
UGPIX,-0.0741469342026343,-0.3097094222165768,-0.4303634754706081,0.696573682910441,0.295019970530253,-0.4526813545929531,0.1354468042628029,0.4468598332202396,-0.0109888856613815,-0.0849452938718381,-0.0889110143269699,1.1598229096772958,-0.5007518895865058,0.4134334773263133,0.6226912632975856,-0.733637113090069,-0.531055906326793,7.149260331562644,-0.1679935273695521,0.4192346486128928
ASBFX,,0.0491190885738093,0.0082551045452303,0.0364033304020727,0.0181177067984834,0.0099734859372162,0.0069649446830257,-0.0043714572920027,0.0033083429082629,0.0024941996514091,0.007038639826562,0.0085789925659314,0.0117349707031482,0.0293817372983911,0.0353286549994973,-0.008840723272375,-0.0373393098125234,0.0383542034906836,0.0444757284474046,0.0483969413239362
AVEE,,,,,,,,,,,,,,,,,,,0.0445236260493748,0.20081805425583
BAMD,,,,,,,,,,,,,,,,,,,0.1800389832381692,-0.0063836570827303
CDOFX,,,,,,,,0.344729396973114,0.0759895147884626,-0.0177704723171431,0.29170915423591,0.1353701408481844,-0.079043072648383,0.215167460419438,0.0360581814082001,0.2350971697718815,-0.1463082077706783,0.1420018829083011,0.1072204969372081,0.0245719550762586
HLMOX,,,,,,-0.2178823970377693,0.1856675063709483,0.1490564958106639,0.0550427683915948,-0.1977966866181381,0.020967733715435,0.2272154561361856,-0.1714434534573876,0.0983989914637384,-0.003431853426418,0.0982513789864036,-0.1897092679249024,0.0918936554668214,0.0850773072453359,0.1572978868691736
AAASX,,,-0.2647435090279779,0.2511438043447471,0.1099760322447229,-0.0340966284792241,0.0951984058111781,0.0014303336918015,0.0354097906113302,-0.0985491553910735,0.0447365852524923,0.14707409696632,-0.0546936759624634,0.2236035808159897,0.0418784102910239,0.2443594384334877,-0.0938292752130645,0.0301696175497241,0.0538403367444717,0.1387307909045558
HVAC,,,,,,,,,,,,,,,,,,,,
CNBS,,,,,,,,,,,,,,,0.3275815533846591,-0.2184734409150479,-0.6475069220686258,-0.171677940756069,-0.2838423541815825,0.0890936871450274
CCOR,,,,,,,,,,,,,0.0498797410351756,0.0620432133005586,0.040647417831767,0.1306260904658633,0.0330509630982918,-0.111947590645714,-0.0617977854956863,0.0443322646998447
LNOK,,,,,,,,,,,,,,,,,,,,
AMA,,,,,,,,,,,,,,,,,,,,
SPCL,,,,,,,,,,,,,,,,,,,,
FCOM,,,,,,,,,0.0738781991208901,0.0325229679104952,0.2445325806833753,0.0029896669698974,-0.0572229177347243,0.2545978864541647,0.2684196094772828,0.1512912312076251,-0.3943885762839255,0.4305504192259499,0.3426690969653028,0.2581372636902768
FDIS,,,,,,,,,0.0999717270211766,0.0736706073832864,0.0808445919323224,0.2233256575228992,-0.0225169939675021,0.2641555636442685,0.4766853759912628,0.2574080618219876,-0.3664579288264421,0.4120280707420565,0.2551486885093796,0.0784349789522744
FSTA,,,,,,,,,0.1689659946524369,0.0635260124062411,0.0665698772419056,0.1227939322986948,-0.0792399886863199,0.2721655246822236,0.1193595812551602,0.1872005194359183,-0.0238286222619882,0.0269897664402349,0.1205103893218624,0.0275505103509163
FENY,,,,,,,,,-0.0852345290211701,-0.2337399393339285,0.2718504987209142,-0.0357134588666182,-0.2132575437700747,0.0678780766834756,-0.3365111379021646,0.5500750044809042,0.5784456641307119,0.0411083949695867,0.0552078531989725,0.0648899987503328
FNCL,,,,,,,,,0.1462664537059785,-0.0064308764024039,0.2645495551876347,0.1898906392470416,-0.1333306622762845,0.3072094291581972,-0.0297259491224979,0.3686757611476461,-0.1326027482272567,0.1371710497133942,0.3029671582987101,0.1621078357783509
FHLC,,,,,,,,,0.2582672227976375,0.0680404786296398,-0.0173930527013935,0.2182643750513042,0.0425075336023086,0.2349215180807389,0.1803977123019062,0.2074607316776113,-0.0518988692698314,0.0293768023616234,0.0095388938158484,0.1594159070341383
FIDU,,,,,,,,,0.0805470413668996,-0.0324041269389767,0.2188077357458249,0.213334034147651,-0.1444679147203661,0.3045121271848001,0.1188101302158162,0.2362518477871449,-0.0783943310023527,0.2226192570057179,0.177445113253748,0.2025349993240592
FTEC,,,,,,,,,0.1953082307216946,0.0546502087204863,0.1563116062756129,0.3591152544282592,-0.0176137403768582,0.4859836886902278,0.4324056041242758,0.3260714828546196,-0.3017395873681496,0.5473711342607845,0.3296045667206639,0.2325131092336871
FMAT,,,,,,,,,0.0647978853983983,-0.1003443231089081,0.2275631915466152,0.226201764907411,-0.1883338882311364,0.2282976492254558,0.2073198468437367,0.2879945833995461,-0.112347071582087,0.1383614605923573,0.0083928390048615,0.1435370102829949
FREL,,,,,,,,,,,0.0808884090101405,0.0856871398365577,-0.0408987418082714,0.3178284294473394,-0.0367291601899422,0.4544378818204961,-0.2628868072402529,0.1156427535458859,0.0410998210299917,0.049061464078896
FUTY,,,,,,,,,0.2892738085117876,-0.0503675231708966,0.1697426755891926,0.1277013505783228,0.0527108995049501,0.2737695261616102,0.0055608705853309,0.2025823325736719,0.0136868113361519,-0.0748205740182222,0.215892954490972,0.1642561275508476
ONEQ,0.0855257142694336,0.0980557988239709,-0.3886858506911158,0.3992992500342078,0.1605522977805002,-0.0218143720319574,0.1492479228575862,0.3541224684994652,0.1518298665081847,0.0720224232419002,0.1135204380292012,0.2837616606204642,-0.0454613164258682,0.3672171312691203,0.4312520993102386,0.2399930286368321,-0.3296842092886132,0.4652063780032154,0.3174860022892771,0.2201149163776967
FQAL,,,,,,,,,,,,0.2228912303899832,-0.0485711892552239,0.2724859916095035,0.1541867730282526,0.339271567947695,-0.196691574975532,0.2521087731438129,0.2282892223292092,0.1789517126841051
FPRO,,,,,,,,,,,,,,,,,-0.2423162120892841,0.1060093269155404,0.0478197573190868,0.0465141314123298
FSMD,,,,,,,,,,,,,,,0.0858342825873097,0.2762121567347755,-0.1191068578852772,0.1770866483845301,0.1562831644022093,0.1014270749817387
FCPI,,,,,,,,,,,,,,,0.019660292605744,0.3558379143053494,-0.0767719000239436,0.1675185159872019,0.2529256402135553,0.1738162325601036
FLRG,,,,,,,,,,,,,,,,0.312708244659299,-0.109049495275774,0.1885912025555007,0.2373153228126412,0.1479338778481793
FVAL,,,,,,,,,,,,0.2099842257795341,-0.0867346822619886,0.2911021193689722,0.0856699809590659,0.32613936257663,-0.1509960862405506,0.2327130118268123,0.1824547286245275,0.207407270084259
FBTC,,,,,,,,,,,,,,,,,,,,-0.1002585636544188
FYEE,,,,,,,,,,,,,,,,,,,,0.1651564008274146
FEGE,,,,,,,,,,,,,,,,,,,,0.3423925513243668
FEOE,,,,,,,,,,,,,,,,,,,,0.420772486989982
AFLG,,,,,,,,,,,,,,,0.10004743263503,0.2891200016169011,-0.160286645126498,0.2066342700009182,0.2787759728101944,0.1553008231231114
AFGR,,,,,,,,,,,,,,,,0.1511401206025746,-0.3918262245269586,0.4539007690787762,0.2876566609854851,0.1769687058454296
AFMC,,,,,,,,,,,,,,,0.0601662534049403,0.2769205002052093,-0.1539401645183885,0.2177790875382215,0.1944776329756863,0.1130910415983668
AFSM,,,,,,,,,,,,,,,0.0874138872482268,0.273676584875905,-0.1785044390713888,0.2285222481826787,0.1093967705236784,0.1116507057508267
AGQI,,,,,,,,,,,,,,,,,,,0.0348408930813757,0.275435193398607
DTRE,,,-0.4651600744305414,0.339671679433873,0.1786297197364861,-0.0751473601919536,0.267868106194451,0.0139671706226547,0.1610160682122219,-0.0066273194794802,0.0520221610324453,0.1024060186847555,-0.0517488875270704,0.2359578670434137,-0.0822143261215994,0.3018749948733326,-0.2600969275488217,0.1290725657064155,-0.0984539799934007,0.0968385727111456
RBLD,,,,0.2293919504548287,0.1516538881820031,-0.1849860527946911,0.1520501736109516,0.2125921905919945,-0.0894134637776333,-0.0094957755131864,0.157656798863242,0.2223612791369538,-0.2234640806885824,0.1252867507145076,-0.0041912162318863,0.142524526831252,-0.1014538005193776,0.19683318548089,0.184154691826607,0.1489035530897033
FAAR,,,,,,,,,,,,0.0500306078000898,-0.0891365196696284,-0.0161034537810653,0.1106821845863137,0.1232132811813098,0.1014714132612961,-0.0473284446514606,0.0573107613379795,0.0751490339595122
FPA,,,,,,,0.2474071041797929,0.0310938061838881,0.0555290150898997,0.0038034599120475,0.0226430235490795,0.3389431608190374,-0.2256339927459089,0.0859253061304914,0.1331650600190277,0.0133060718606057,-0.1458580233972801,0.132883168321316,0.0560723789748498,0.4329915609920785
FTBI,,,,,,,,,,,,,,,,,,,,
FAI,,,,,,,,,,,,,,,,,,,,0.3407010162259507
EMDM,,,,,,,,,,,,,,,,,,,-0.0332917294820664,0.595336512221329
FTIF,,,,,,,,,,,,,,,,,,,0.0042562635605853,0.0884927538542132
RND,,,,,,,,,,,,,,,,,,,,0.234534532200064
SHRY,,,,,,,,,,,,,-0.0934912946265433,0.3014769026612784,0.1151971423744324,0.3163018608566474,-0.141750866737496,0.175320250384569,0.1784317687843097,0.0790863387002571
FTHI,,,,,,,,,,0.0239473292233971,0.1290871288903579,0.1358639148565132,-0.101023712653568,0.1786662391356319,-0.0724708559764114,0.1367313744614084,-0.054878809218831,0.2021895980109009,0.1907101388062366,0.1145555353223717
FTCS,,0.1160733890416139,-0.3649357995450687,0.3516086404898264,0.1280629326440527,-0.0381567383045976,0.1252502715099688,0.3254498936976524,0.1700052302015964,0.0197034253745633,0.1019271174260998,0.2588924239034635,-0.0459500680924287,0.2707801689296885,0.121977768576321,0.2870921530968253,-0.0928555691057696,0.0868246981852427,0.1096625874343466,0.0785026057186735
FCA,,,,,,,0.303153848753084,-0.06116777781513,-0.0039675836614329,-0.0776656952656921,-0.0092257707295925,0.6025720721979886,-0.2078317274547606,0.193817581194553,0.0996343312195675,-0.0031790528954549,-0.1919972323851587,-0.1102740684319208,0.1510847404864987,0.474313601681444
SKYY,,,,,,,0.1395050491907099,0.2989237719157973,0.083547058548052,0.0587156734817275,0.1760369472610345,0.3227576251282684,0.0577138126202962,0.2569319003017183,0.5492620977659723,0.1234766299233673,-0.4422642700144046,0.5231062556858439,0.3982861759924572,0.0975935851887748
FXD,,,-0.4159439808882736,0.5162496265809082,0.3058908205667305,-0.0011748919980123,0.1506294478692493,0.4052421234234351,0.1214078737307384,-0.0309086758685398,0.0678251797011413,0.1903299839412178,-0.1265534565763768,0.2321712591513423,0.126517808603817,0.2498128536849693,-0.2170293914681431,0.2344190847845382,0.1164796240838488,0.0805099526144761
