,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
BITU,,,,,,,,,,,,,,,,,,,,-0.4147277146801569
BITX,,,,,,,,,,,,,,,,,,,1.3309584767708023,-0.43265970972532786
BIZD,,,,,,,,,-0.0660056455727197,-0.05219399310938855,0.24006317697802282,-0.004338124051028847,-0.07544898577607828,0.2706263013629697,-0.07231624340079645,0.3754496028703507,-0.09037515932283846,0.25773810631556704,0.15343264149570124,-0.059323331548914005
BJAN,,,,,,,,,,,,,,,0.11973471367434274,0.1519926520231154,-0.11752131069905447,0.240315746698069,0.17726494725874242,0.15087829775475314
BJUL,,,,,,,,,,,,,,0.17275041541098868,0.08498374735687642,0.1167615172208889,-0.07593425583240965,0.22215004706734165,0.19208132958830348,0.14372337079098307
BJUN,,,,,,,,,,,,,,,0.09720899306183739,0.11480704949645126,-0.1173021098185485,0.17089248426923787,0.16721022422982723,0.13079155799366426
BKCG,,,,,,,,,,,,,,,,,,,,
BKCH,,,,,,,,,,,,,,,,,-0.8532454578424458,2.7109525517041697,0.22597891781439938,0.23212786862609458
BKCI,,,,,,,,,,,,,,,,,-0.2052332309559018,0.1707969722187723,-0.007941221983892,0.1059904768388093
BKDV,,,,,,,,,,,,,,,,,,,,0.1914213620970366
BKEM,,,,,,,,,,,,,,,,-0.0471900775686718,-0.199548471122127,0.0797508354076788,0.0879181084451048,0.3151336960811013
BKF,,,-0.5681957435403809,0.7498237301332633,0.056288700701603744,-0.25909715069469685,0.11004123634467566,-0.07898721969250622,-0.015296853029430069,-0.13802507506630246,0.14487594114662272,0.39955271337779164,-0.16340742995394086,0.22209471331913822,0.13533687194783384,-0.12230525828881844,-0.2206974967773323,-0.0008178823381167488,0.10723562305849965,0.22911036163955378
BKGI,,,,,,,,,,,,,,,,,,0.1008684543228648,0.1201291587042026,0.3728641759074849
BKIE,,,,,,,,,,,,,,,,0.13239286056435,-0.1400776900241548,0.1759701957373554,0.059366621734805,0.3266068799139241
BKLC,,,,,,,,,,,,,,,,0.2905542688462048,-0.2103297941710186,0.313382561409137,0.263960265324296,0.1913384660278856
BKMC,,,,,,,,,,,,,,,,0.258206519812441,-0.1567552511234166,0.1785488019491614,0.1452414790754483,0.0994347933755099
BKSE,,,,,,,,,,,,,,,,0.1830454692770693,-0.1911728289307299,0.2292961783645515,0.1036615342970677,0.1403984406979457
BLCR,,,,,,,,,,,,,,,,,,,0.17903956329929516,0.31948926669959765
BLCV,,,,,,,,,,,,,,,,,,,0.1201155521660573,0.21303305121185057
BLDG,,,,,,,,,,,,,,,,0.2454140901380646,-0.1465273082699615,0.016339194862468,0.0790679535926683,0.0460726113693732
BLDX,,,,,,,,,,,,,,,,,,,,
BLES,,,,,,,,,,,,0.1520986424826274,-0.14132252195221706,0.28277289914972425,0.1193366217906,0.24980774952713447,-0.15910948166443317,0.16813058459880326,0.06637758172610386,0.19832334792744244
BLGR,,,,,,,,,,,,,,,,,,,,
BLOX,,,,,,,,,,,,,,,,,,,,
BLUC,,,,,,,,,,,,,,,,,,,,
